Compression Ratio,Equal Truncation Precision,Equal Truncation Time,Equal Truncation Utility,Equal Truncation Intersection,Equal Truncation Index Size,Top Utility Precision,Top Utility Time,Top Utility Utility,Top Utility Intersection,Top Utility Index Size,Random Uniform Precision,Random Uniform Time,Random Uniform Utility,Random Uniform Intersection,Random Uniform Index Size,Random Utility Precision,Random Utility Time,Random Utility Utility,Random Utility Intersection,Random Utility Index Size,Bounded Bloom Precision,Bounded Bloom Time,Bounded Bloom Utility,Bounded Bloom Intersection,Bounded Bloom Index Size
0.1,0.0,0.036898656845092775,189.83350921832488,0.05119999999999997,0.242832625,0.676,0.06081498241424561,77.53434547114654,0.676,0.242832625,0.084,0.08141871929168701,6.3054664687018445,0.128,0.242832625,0.552,0.06218941020965576,69.09869089675252,0.58,0.242832625,0.664,0.049563162803649904,86.33296656062083,0.7687999999999999,0.242832625
0.2,0.172,0.03817513084411621,159.6921835832524,0.2544000000000001,0.485665375,0.788,0.06184772205352783,78.95492256038592,0.788,0.485665375,0.14,0.09305614948272706,11.6816979544358,0.204,0.485665375,0.704,0.06346282291412353,76.30974695509096,0.716,0.485665375,0.764,0.0537886791229248,81.37789282687308,0.8415999999999998,0.485665375
0.30000000000000004,0.636,0.051620549201965335,98.68770772358803,0.736,0.7284980000000001,0.844,0.06508188915252686,79.36904709319057,0.844,0.7284980000000001,0.26,0.09959202194213868,22.603869449579452,0.324,0.7284980000000001,0.828,0.06348974990844726,79.0089947949241,0.832,0.7284980000000001,0.844,0.060041540145874026,80.26251150463689,0.9039999999999999,0.7284980000000001
0.4,0.924,0.06299566745758056,82.19897795533805,0.9728000000000001,0.97133075,0.9,0.06612310600280762,79.56965936042474,0.9,0.97133075,0.348,0.10363598537445068,24.939049387219924,0.42,0.97133075,0.852,0.06576433277130127,79.1713269573052,0.872,0.97133075,0.916,0.06369495105743408,79.8437074968907,0.9535999999999999,0.97133075
0.5,0.972,0.06387569332122803,81.08340354707322,0.9928000000000001,1.2141635000000002,0.932,0.0671153507232666,79.67064252090542,0.932,1.2141635000000002,0.384,0.10569062614440917,36.58834287932637,0.4752,1.2141635000000002,0.876,0.06803204822540283,79.2995114207777,0.884,1.2141635000000002,0.98,0.06485288524627686,79.76266493413334,0.9927999999999999,1.2141635000000002
0.6,0.98,0.06511866188049316,80.37903559616065,0.9952000000000001,1.4569961249999999,0.964,0.06858231449127197,79.7067463675722,0.964,1.4569961249999999,0.464,0.10974207401275635,34.730353721813465,0.516,1.4569961249999999,0.92,0.06827097034454346,79.57234079787887,0.92,1.4569961249999999,0.996,0.06617661094665528,79.74332326348197,0.9992000000000001,1.4569961249999999
0.7000000000000001,0.992,0.06489795303344727,79.77794835700855,0.9984000000000001,1.699828875,0.976,0.06797251605987549,79.71956151263853,0.976,1.699828875,0.512,0.10905113983154296,37.53332607005174,0.5552,1.699828875,0.932,0.06757884979248047,79.65412650641719,0.948,1.699828875,1.0,0.06578672981262207,79.74267016085076,1.0,1.699828875
0.8,0.996,0.06587068843841552,79.77739592663538,0.9992000000000001,1.9426615,0.988,0.06867105007171631,79.73145693223928,0.988,1.9426615,0.54,0.1084763593673706,47.22124747773744,0.6112000000000001,1.9426615,0.968,0.06804996395111083,79.70022540769683,0.972,1.9426615,1.0,0.06669842052459717,79.74267016085076,1.0,1.9426615
0.9,0.996,0.06575766086578369,79.77739592663538,0.9992000000000001,2.18549425,0.996,0.0685277042388916,79.73904592608176,0.996,2.18549425,0.604,0.10433170890808105,45.70904588743685,0.692,2.18549425,0.984,0.06671005344390869,79.73080310226757,0.988,2.18549425,1.0,0.06628156089782715,79.74267016085076,1.0,2.18549425
